founded_year,country,region,industry,funding_round,funding_amount_usd,lead_investor,co_investors,employee_count,estimated_revenue_usd,estimated_valuation_usd,exited,exit_type,tags,funding_year,funding_month
2010,148,0,4,2,291252000,3,198,421,79510821.23422681,1084106055.2364876,False,2,6182,2021,8
2006,209,5,6,3,246112000,2,2,805,122996014.16083424,1298184963.3643389,False,2,17078,2016,10
2007,42,5,2,3,89011000,4,222,868,36327125.45282034,509265674.1043747,False,2,6524,2019,12
2009,68,2,3,1,315066000,6,118,976,107686452.48812585,1069196855.9762115,False,2,7664,2016,10
2017,78,3,5,1,535236000,0,224,319,69630117.69774394,3276682676.264441,False,2,16087,2020,11
2016,201,4,2,3,138551000,1,173,418,69226014.27141157,766752168.1877604,False,2,3639,2019,8
2018,142,4,5,4,473367000,2,74,234,78817219.10807578,4509080710.638836,False,2,10347,2018,6
2006,111,2,5,3,348292000,1,74,852,54053151.37330156,3295276656.5729747,False,2,13584,2020,7
2018,134,0,0,3,1174640000,2,37,604,305222926.5817375,5830673198.721782,False,2,8269,2022,7
2009,237,0,3,3,201690000,6,210,962,97032894.22104992,1923043415.523065,True,0,1168,2015,10
2010,23,2,2,4,877130000,3,101,421,355140382.6632123,4303816407.43238,False,2,4083,2024,11
2006,195,2,1,0,520241000,5,145,612,235773252.46405768,2533485949.895881,False,2,16099,2016,12
2019,138,1,4,0,454253000,1,62,479,173722518.87922195,3223438888.562058,False,2,9598,2021,7
2019,82,3,0,2,927174000,0,112,450,352420460.01189643,3193541650.861788,False,2,17830,2018,1
2020,122,0,5,4,114194000,5,137,458,35155391.37465337,626769570.1443696,False,2,493,2018,5
2023,142,2,2,3,818728000,4,218,553,47564980.56254028,7684069959.296846,False,2,18127,2023,9
2021,127,4,0,5,638316000,6,74,140,205159526.69652733,2973874124.0449557,False,2,10836,2018,5
2016,105,4,6,2,567025000,0,93,964,140518594.59463316,4895804243.955629,False,2,3717,2020,7
2010,184,5,6,6,273919000,3,161,803,26075987.423952308,765782532.2990417,True,1,10559,2017,2
2021,113,5,4,4,292574000,3,118,273,78694011.88443051,2308369394.8245354,False,2,2573,2021,6
2008,180,3,0,4,530620000,3,148,482,145016899.44677114,2704912890.3769093,False,2,18489,2024,6
2018,165,0,3,2,1258214000,5,42,855,233150807.73888484,2853971129.578804,True,2,5184,2018,12
2021,101,1,1,5,324418000,2,213,799,126892067.11846392,2501282680.822965,False,2,13584,2024,3
2022,60,2,5,5,522761000,5,102,156,258437577.578195,1129076621.141373,False,2,11189,2024,1
2012,69,1,6,6,341433000,2,185,571,160402596.68983832,2086799632.805699,False,2,13236,2025,4
2009,51,5,0,5,377189000,0,37,887,181073591.34429428,1223152303.3600914,True,1,17516,2021,5
2017,190,5,5,6,1563981000,5,222,575,272033133.41137475,14661927749.653708,False,2,3113,2024,1
2021,155,1,6,3,94311000,2,97,333,23337723.819088534,651725715.6075178,False,2,6667,2022,11
2019,8,5,0,2,123514000,2,25,259,50539538.9732763,1030530133.649684,False,2,6097,2018,7
2022,27,3,4,1,230269000,2,73,876,96006987.47673246,1068643749.1507736,False,2,8041,2024,11
2019,39,3,0,3,274141000,1,113,714,58258658.57315305,1204983641.4573162,False,2,10559,2018,1
2005,171,3,4,5,1129032000,1,218,121,275263768.2913589,2497893135.876224,True,2,15450,2020,4
2012,174,4,2,3,175866000,2,2,594,76219123.12967724,1328352637.77911,False,2,11913,2019,6
2005,75,4,3,4,172825000,4,255,808,29077793.114028577,847059698.4599419,False,2,2603,2019,7
2023,230,2,1,4,492247000,6,203,976,179523222.2651246,4808369778.224397,True,0,12581,2018,1
2013,104,2,5,6,737258000,0,193,884,255688165.6852633,3833487200.7587423,False,2,16334,2022,5
2014,154,3,0,0,168445000,0,147,561,16075802.81578206,846104799.7132913,False,2,9763,2023,2
2014,23,0,2,5,330652000,6,37,304,78914617.1787797,2399037446.608366,False,2,1521,2018,3
2007,110,2,4,1,2988512000,0,250,887,284307521.6027048,13526435533.515415,False,2,8689,2025,1
2011,176,1,4,3,317795000,6,111,789,145129195.89138994,746958513.130842,False,2,3830,2020,3
2015,234,4,3,3,936363000,4,216,325,72254353.15202877,2858911218.368185,True,1,6555,2016,10
2009,123,2,1,3,3919647000,2,235,430,702375372.0140282,11039015888.94326,False,2,18591,2024,12
2008,135,5,1,5,2210903000,2,250,239,840078773.7152641,10911377890.08009,False,2,10734,2020,8
2015,25,3,3,5,129387000,1,252,616,57836827.48130112,1163972977.093882,False,2,726,2016,2
2007,106,5,4,5,703553000,5,74,386,119861949.11882596,4749440745.795635,False,2,7368,2016,2
2017,100,1,2,5,170850000,6,37,644,37455771.54528999,1118527805.9971757,False,2,11913,2021,11
2020,226,2,2,4,143767000,3,165,773,39718084.03256477,476478708.4624983,False,2,14968,2017,5
2012,170,4,1,3,668073000,2,180,849,87656042.65997896,5317636799.430857,False,2,11401,2020,11
2022,226,3,2,0,388127000,6,106,281,151500614.2238671,2563854594.5513754,False,2,1343,2017,5
2011,2,0,5,3,1112558000,5,246,158,494610573.1532056,10509108985.367329,True,1,11169,2018,8
2008,77,0,0,5,175692000,2,153,260,55172672.36240945,1476524562.776538,True,1,6182,2022,1
2019,225,5,0,4,147907000,4,56,8,13060286.517724762,675559701.1435813,False,2,1329,2017,1
2009,130,4,0,4,1083292000,2,31,675,417341464.9857039,7805786146.275971,True,0,6448,2024,10
2005,202,4,6,5,289244000,5,38,43,38717561.6841152,1791004578.1148138,False,2,9391,2023,8
2018,49,4,5,4,826828000,1,6,447,244919003.53290823,7231486829.486544,False,2,12419,2020,2
2015,95,4,4,6,1495610000,4,45,626,372120808.1224152,6342945133.748613,False,2,11645,2019,4
2014,39,0,5,5,256179000,6,185,683,111473069.46766368,1871532858.838772,False,2,14006,2017,1
2014,36,0,2,3,1131342000,4,7,924,378032775.6321581,2984424258.946273,True,1,14714,2016,3
2012,193,4,3,2,35472000,2,50,465,16573432.474902824,74481106.18660854,False,2,14794,2024,9
2008,150,4,4,4,282054000,5,169,80,90640432.12156866,1494007568.453895,False,2,9358,2022,2
2015,157,1,4,6,739677000,1,148,912,191480343.56766132,2424454464.03947,False,2,18588,2017,11
2023,56,1,1,4,706967000,5,1,980,100387056.221243,5508404713.360904,False,2,3298,2022,10
2009,4,0,3,3,267632000,4,111,121,57491467.80992069,894714736.4600446,False,2,11227,2015,8
2023,189,1,3,5,1493867000,4,65,543,516625093.46160686,4425333544.774763,False,2,2090,2018,5
2005,210,2,0,0,1037911000,5,185,802,430493918.5588975,7045551102.127437,False,2,7102,2023,4
2016,117,1,6,6,2589069000,5,1,930,370982905.5057572,17161903953.09639,False,2,10899,2018,8
2019,241,5,4,5,462215000,3,185,892,58724317.62525897,1269636273.3761292,True,0,5060,2018,1
2017,207,3,6,6,470070000,6,185,465,226360368.66201708,3745333302.276664,False,2,1233,2024,11
2008,47,2,2,3,1429023000,4,130,322,155452953.844251,6732744290.196201,True,1,18487,2023,3
2018,124,5,0,3,398850000,5,217,296,81227829.87098025,911810909.5799444,False,2,1826,2019,6
2014,10,4,4,3,852506000,6,161,192,220110167.3154968,5774330161.994813,False,2,6517,2022,7
2006,207,0,1,2,180416000,0,219,781,58974564.04571467,665190722.1973991,True,0,6383,2016,11
2014,4,2,1,2,108421000,5,111,654,43154507.05011088,398778704.9364443,False,2,14689,2016,1
2014,200,1,3,3,455041000,4,75,652,218177863.62852895,3493957670.743854,False,2,15713,2018,8
2008,57,4,6,3,524645000,1,74,700,156884522.9691336,5140622824.066691,False,2,4177,2015,11
2020,202,2,5,4,1554281000,5,118,221,159634743.21278802,10331076851.108791,False,2,5115,2019,7
2023,57,5,3,2,204982000,0,231,818,36634094.46427158,1871135750.7514064,False,2,577,2021,10
2013,4,1,5,3,563068000,2,149,54,48806334.10801289,2361009363.685529,False,2,1570,2019,7
2023,74,4,2,6,669318000,6,186,888,96203862.38945898,5581412482.792031,False,2,326,2018,6
2020,140,4,1,6,444292000,2,74,961,90763457.84314165,921508572.9083828,True,1,16924,2021,5
2023,125,5,4,4,416740000,5,249,988,110835929.97202244,3079404092.8645654,False,2,14863,2016,8
2018,161,0,4,2,2331395000,0,149,591,799112322.0277135,16903053679.401815,False,2,2300,2020,6
2005,201,1,0,3,1090109000,5,114,802,485055727.8748883,9968800506.474812,False,2,1190,2021,8
2016,106,3,6,0,62695000,2,37,925,14556112.717169937,242348649.77326024,False,2,5783,2019,6
2013,16,3,1,4,255414000,6,180,298,106085626.7106383,2111709928.2505465,True,2,3131,2025,4
2006,132,1,5,3,162026000,5,19,265,39775154.7266717,1223150127.4351103,False,2,17140,2018,9
2023,111,3,0,3,216198000,0,179,303,70496275.6877428,1161963215.2285533,False,2,14689,2019,1
2023,152,2,1,3,543402000,3,241,357,123806752.43170036,1208507023.2246196,False,2,2218,2023,9
2017,231,0,4,6,513848000,0,6,600,169467634.4129216,3024508502.822302,False,2,8711,2021,3
2016,117,5,3,2,376001000,5,65,240,181824448.3708036,2505823837.554431,False,2,10325,2019,5
2022,154,4,5,3,256959000,6,210,11,16576795.533040786,948041240.8608696,True,1,12080,2016,1
2017,192,0,0,5,870769000,2,148,312,430815662.8096193,5651820276.697421,False,2,12462,2021,7
2011,141,5,5,3,748092000,4,123,637,89396650.90173689,2176534268.117659,True,2,2252,2016,11
2017,14,0,4,2,1168047000,0,48,290,313529305.2276378,11139495036.923574,False,2,2948,2023,9
2022,168,5,6,2,445253000,1,56,41,174498545.35093093,1171740400.362029,True,2,10226,2023,10
2012,104,0,4,3,130135000,3,74,8,30339700.15489792,818301319.2952876,False,2,15273,2017,3
2012,236,0,6,3,621665000,2,111,469,237750357.8567285,4423700922.509701,False,2,15660,2022,5
2014,235,4,1,6,189043000,1,13,700,15760381.799547467,387988765.2195877,False,2,15538,2016,11
2018,141,1,0,3,419555000,1,130,644,127684954.3567046,3883319178.0695534,True,0,1863,2017,5
2020,209,4,6,2,2143976000,1,74,207,646674378.7970713,8637256294.684027,False,2,10227,2017,6
2008,145,1,5,3,177834000,0,98,686,63446856.17167615,856106135.304909,True,2,4869,2022,8
2014,39,2,5,3,19048000,2,142,402,8150612.524125197,119741084.04062846,False,2,15369,2020,9
2014,176,3,1,6,2501398000,0,186,801,217400487.69363087,22774716682.70714,False,2,2738,2018,3
2019,226,5,4,6,600052000,3,111,433,82509537.22960614,2797656646.10478,False,2,11861,2016,1
2007,164,4,6,5,412719000,6,222,854,83446391.41148683,1538909373.8725264,True,1,11821,2020,12
2017,168,3,4,3,165798000,5,37,375,21466639.471654173,517037486.4217251,False,2,6629,2017,8
2016,181,4,1,4,400951000,6,55,783,185743454.87482783,2083610130.0204024,False,2,11434,2018,3
2009,60,2,6,6,706477000,2,74,49,283006230.8189684,5365337088.396069,True,1,4853,2015,11
2010,22,3,3,2,388829000,4,247,839,40725423.89435509,2040612728.746517,False,2,11678,2019,11
2018,135,0,3,5,113120000,0,19,135,20036649.03073931,784865573.3983544,True,0,3022,2019,8
2022,56,3,2,3,643591000,0,37,612,46054195.19101775,5113517461.443257,False,2,15874,2020,1
2022,198,3,2,2,552244000,0,15,344,59228327.548359774,4941082217.764207,False,2,18489,2018,12
2022,209,0,5,3,990997000,4,124,153,107372039.72273389,5819745962.885303,False,2,9313,2018,12
2019,58,4,6,3,597150000,3,85,774,162259086.16256583,4735394653.594205,False,2,5510,2016,11
2016,216,1,0,6,300442000,3,222,888,72100690.60292654,2642247556.52973,False,2,12899,2019,11
2019,197,1,2,4,502175000,2,57,853,152212044.01855743,4418193333.895957,False,2,1207,2020,8
2017,137,0,1,5,992538000,4,22,38,403420477.9715917,7735995803.430749,False,2,1756,2018,1
2016,225,5,3,2,587186000,4,13,626,225878701.24363825,3833684947.9969,False,2,13998,2020,8
2009,70,2,2,5,389378000,0,0,807,31013334.807566244,3113405036.451196,False,2,2491,2023,7
2010,236,0,5,0,1627234000,4,71,149,621930821.2601503,5015230357.980024,False,2,11913,2020,10
2009,171,0,6,2,177884000,0,77,79,56310477.33150071,1150033364.6263916,False,2,15290,2018,12
2005,134,1,2,6,180986000,1,155,307,18759113.801644698,997520134.0239234,False,2,2900,2021,2
2023,26,1,1,5,437077000,1,235,196,34126755.317993924,4200380125.607208,False,2,16245,2023,9
2021,38,2,5,6,189500000,0,148,424,62878649.16375823,1549006067.2623477,False,2,5364,2015,10
2013,147,5,4,3,839444000,2,74,117,334703497.585317,3780646343.416525,False,2,17092,2023,1
2013,213,2,3,5,390182000,2,232,78,40751366.56845693,2215654403.6076794,False,2,1145,2023,10
2019,126,5,5,5,2438376000,6,93,166,1153780908.5874655,18422547654.50066,False,2,2085,2023,5
2021,41,2,0,3,6703497000,0,108,951,1738301939.520765,51608333902.67677,True,2,4608,2021,4
2019,238,2,6,5,1525094000,1,216,61,681515854.7968014,14605176773.94359,False,2,8361,2022,8
2013,106,2,4,5,235791000,6,204,624,15415246.473395685,1017541708.4642612,False,2,3184,2019,9
2020,159,5,5,0,750845000,3,0,711,123869659.3394854,4278530726.172128,False,2,14285,2021,1
2023,71,2,2,2,153057000,5,111,443,61747325.42274635,1347932595.7223692,False,2,12132,2022,6
2022,65,0,0,4,143975000,6,33,836,11315916.66184827,1137221489.4140918,False,2,4948,2023,1
2023,220,2,4,3,4950478000,6,179,928,1831375027.66913,19244151553.76479,False,2,10559,2016,1
2007,94,5,0,1,164899000,1,136,795,58335647.95242728,524159170.9693736,False,2,13583,2018,4
2011,195,1,5,2,1026143000,0,247,599,472573560.77916193,5319918634.467359,False,2,17092,2018,11
2023,93,0,0,2,105761000,4,218,332,45850476.42685306,1030737405.116978,False,2,16083,2018,9
2006,228,2,0,4,731135000,5,192,901,136933374.9628621,2657805848.6003,False,2,493,2025,6
2006,240,1,2,2,837219000,2,124,696,329396006.5349029,8263349181.217402,False,2,10431,2021,3
2013,222,3,3,4,465669000,3,185,194,206741991.3803135,3488673901.915468,False,2,14239,2019,7
2014,187,0,5,4,530912000,2,111,468,171342452.2012244,2980172001.861557,False,2,8602,2016,1
2011,53,3,3,4,380360000,3,74,477,104688162.30843784,3693799204.353116,False,2,4000,2020,10
2017,209,0,2,3,311063000,4,83,262,150804324.86721388,1855283955.70192,False,2,9657,2025,1
2018,184,4,1,4,555790000,4,51,346,206675398.9682911,3007854672.8444524,False,2,8011,2016,12
2012,133,0,3,3,944915000,2,110,905,426586445.1616051,6729032053.203727,False,2,17790,2022,4
2007,135,1,6,4,60608000,2,244,530,20841274.45528049,274733088.1641549,True,1,7119,2017,7
2012,120,5,0,4,884954000,4,25,374,102371037.33164632,4930735519.178252,False,2,4414,2024,7
2020,113,5,2,3,104873000,2,37,717,17030877.39123693,801852810.3913708,False,2,16578,2017,4
2010,157,5,3,5,158271000,6,185,766,47790123.08677524,1078224489.4595883,True,0,2605,2019,9
2015,68,1,4,3,484275000,1,210,11,87559053.34890127,2250590001.45121,False,2,7956,2025,3
2011,29,2,1,6,230828000,1,16,388,110017518.5435954,2116118747.6438048,False,2,5974,2021,11
2007,40,3,4,3,94636000,2,16,987,36527409.50779731,790909292.1378901,False,2,9275,2021,8
2019,125,5,5,2,1208775000,2,111,710,129695371.317442,7658978894.513491,False,2,14315,2022,9
2018,137,0,6,4,466888000,6,62,876,195944948.6662374,3062530775.8045297,False,2,493,2024,9
2023,242,0,1,5,275590000,6,256,372,18562710.516758684,1782890915.8351693,False,2,6693,2023,1
2010,208,1,0,3,691973000,1,37,187,251685373.44757605,4461094551.050738,False,2,9041,2017,1
2005,16,0,0,3,2008021000,5,101,158,940972548.840472,13171318454.034678,False,2,5655,2021,5
2023,16,5,3,3,175336000,1,71,935,22207775.131201155,1081893450.789703,False,2,10725,2020,2
2009,173,0,1,3,192476000,4,130,427,48034131.29239962,1414250676.4925044,True,2,10865,2016,6
2022,240,4,6,3,882195000,6,224,470,75419757.46865381,3206930007.5737557,False,2,8562,2019,8
2008,150,2,5,5,155160000,5,173,959,14272084.96823981,1235261945.39626,True,2,15645,2019,1
2022,161,1,3,4,1530553000,2,87,334,220174255.16323036,4316358966.332044,False,2,2603,2025,2
2006,201,5,5,6,1010896000,3,105,9,267548149.6231773,3830602858.7529454,True,2,12419,2019,2
2013,18,1,3,3,568314000,2,185,903,177222082.06952256,4025805804.5740542,False,2,7892,2020,10
2011,41,1,5,2,1757696000,3,38,243,768925175.731187,12478404634.881014,False,2,1984,2017,4
2019,83,4,2,2,176500000,4,74,899,76430520.81166066,1090101528.886099,False,2,12506,2019,4
2013,45,5,3,2,172446000,4,222,897,38261639.03658004,364045048.6387904,False,2,9569,2019,3
2018,205,4,0,4,559335000,0,111,366,215804116.8260641,2913172929.472705,False,2,7332,2020,11
2021,159,2,6,1,416414000,2,74,832,203245358.44036645,4065204450.976339,False,2,15747,2016,3
2014,58,5,1,4,350939000,2,218,227,124880381.81130564,1413666140.876109,False,2,13437,2015,11
2018,228,1,2,2,719340000,4,91,878,294468506.25505674,5283265516.087249,False,2,385,2021,9
2021,82,2,5,4,433637000,3,136,814,202941872.81771272,3277748396.070941,False,2,7894,2020,2
2010,11,2,1,4,802790000,2,44,69,136756836.96774846,5246792144.652476,False,2,7124,2021,2
2018,107,3,1,4,63749000,5,94,70,30779009.41040932,385625629.9946667,False,2,4177,2018,8
2007,94,5,3,4,59325000,3,173,863,8988156.651428495,170681347.6596548,False,2,7770,2015,7
2020,83,0,6,4,468320000,6,74,227,162796139.03660208,3057031774.333818,False,2,16087,2024,7
2014,97,2,0,3,993292000,2,74,176,336570193.0864529,4849879477.038623,True,1,4978,2025,2
2009,116,4,3,3,454851000,0,185,988,75378048.51820748,2643554657.162393,False,2,9505,2021,6
2012,24,0,3,2,124047000,6,99,835,44765235.098325714,536206642.02877015,False,2,198,2017,1
2007,67,2,0,4,109519000,0,210,450,6235274.3046257645,526813988.173406,False,2,11735,2024,12
2014,179,2,2,3,550244000,0,70,493,155288608.22929704,3043828565.347005,False,2,17627,2025,6
2018,218,5,3,3,802125000,4,186,312,345548604.32784504,2397824710.840574,False,2,7358,2021,3
2007,78,4,1,4,884452000,3,62,572,309155436.2257658,4024503913.4873543,False,2,13806,2023,9
2006,160,1,5,2,61671000,3,177,323,25432953.184877347,281052032.3203218,False,2,7894,2024,1
2012,156,5,3,1,447375000,0,129,730,222708802.7511446,2079412505.4992769,False,2,10897,2021,4
2016,112,3,5,1,251667000,4,222,571,48348488.208392754,1483944962.5316522,False,2,9950,2024,11
2006,184,3,2,5,672563000,1,235,49,161133362.31471887,3512374805.014969,False,2,870,2019,11
2014,175,2,2,1,118275000,2,75,598,43281822.30683436,412622270.23120326,False,2,17707,2023,7
2019,35,2,0,4,183700000,6,34,731,70355829.55793674,1425839330.5585892,False,2,14123,2022,8
2017,18,1,5,4,1012219000,2,118,302,504644982.8060894,2746668942.752928,False,2,18408,2021,1
2015,64,2,2,1,3339462000,5,148,804,456489380.8904015,27460739221.302185,False,2,18377,2022,7
2022,168,1,4,4,742795000,3,239,747,210185014.68242556,3703869080.764105,False,2,15606,2024,7
2006,16,1,5,3,98226000,0,50,322,39162523.12687629,951387456.5890092,False,2,18399,2018,6
2022,221,0,5,5,95037000,2,37,83,32806416.76807014,357206877.0624079,False,2,3152,2018,10
2012,158,3,2,6,1280682000,0,0,220,300762807.1014541,4105410589.5785694,True,0,12419,2022,10
2005,201,3,3,3,528087000,5,7,836,132104494.52051345,4408793235.634886,True,2,5004,2018,11
2022,31,4,1,4,254727000,5,105,143,67884407.12498201,1795779330.0837128,False,2,6182,2024,3
2023,43,0,3,4,1958331000,3,222,571,549296266.1013436,7726354997.469327,True,1,15909,2018,5
2012,198,0,1,5,305264000,4,68,9,62456413.69387059,1298214577.0357869,False,2,12243,2023,12
2021,131,5,6,5,2253682000,3,74,914,1003086576.2898984,9885144722.48562,True,1,10259,2020,4
2020,42,1,5,6,138127000,1,228,919,22293203.40510626,738238978.6738648,True,2,5140,2024,11
2008,2,0,0,3,1439861000,5,0,897,682646219.0518694,12423216925.579851,False,2,13918,2019,6
2013,71,4,0,3,174344000,3,148,277,56431301.23927373,944920142.6046565,True,2,6246,2023,7
2006,190,4,5,4,98359000,0,148,899,43522961.6008634,628261141.1536282,False,2,9779,2022,10
2022,192,2,0,6,281417000,3,253,912,100797186.25151844,1492641590.766165,False,2,1553,2016,4
2019,140,5,6,4,864700000,0,148,949,84372426.80917817,4371456280.841377,False,2,9539,2018,9
2023,54,5,3,1,108682000,1,249,702,36114018.63354913,570422335.4635847,False,2,8652,2024,12
2017,163,5,4,5,125426000,0,19,87,12608127.927091507,462261725.2250884,False,2,5366,2016,5
2019,38,3,3,4,16543425000,5,86,730,1101969500.3979182,56267176723.77366,False,2,3637,2023,4
2010,200,4,2,5,2369376000,5,148,522,819107449.3367805,11444350693.532543,True,1,5256,2021,5
2010,208,2,6,3,298824000,2,185,810,67072351.1386735,737955529.5686935,False,2,14213,2022,10
2021,109,4,0,4,383505000,5,222,554,67937867.6198264,1114893924.2964025,False,2,14536,2021,3
